"SiteID","Month","Low","First","Median","Last","High"
"410705","Jan",0,0.0500000007,3.3424999714,24.382499694825,123.134547424305
"410705","Feb",0,0.07349999995,5.6259999275,24.1739997864,120.87480163573
"410705","Mar",0,0.1057499982,5.56449985505,24.1739997864,158.05849380495
"410705","Apr",0,0.48275000605,6.3559999466,27.7470006943,258.839585876445
"410705","May",0.039549999865,2.40274989605,11.3249998093,31.052499771125,207.68100357055
"410705","Jun",0.0889500014,5.4162501097,17.0120000839,50.149748802175,411.558404541024
"410705","Jul",0.254599996650001,8.571000337575,21.3309993744,68.144748687775,436.131147766109
"410705","Aug",0.31655000746,9.013999939,26.17799949645,82.584749221825,399.63195800781
"410705","Sep",0.3705500081,9.013999939,29.1545000076,74.1387500763,402.768037414565
"410705","Oct",0.10220000183,6.478000164,23.91650009155,61.27999973295,338.839097595249
"410705","Nov",0.0189999994,4.385999918,16.51350021365,53.15950012205,315.295103454559
"410705","Dec",0,0.9620000124,9.7709999084,35.92049980165,174.52530364988
"410711","Jan",0.0189999994,6.8289999962,22.4160003662,57.0009994507,205.50680236818
"410711","Feb",0.14739999619,7.25600004195,19.0650005341,52.03649902345,286.029708862309
"410711","Mar",0.2890000045,7.6869997978,18.5890007019,59.1049995422,226.2771972656
"410711","Apr",1.615899997935,9.6930003166,21.984000206,63.90324878695,277.00394592282
"410711","May",4.16299991606,15.8000001907,38.4039993286,79.6100006104,220.549798584
"410711","Jun",7.50400021076,25.612750053375,53.87599945065,98.894998550375,305.511901855455
"410711","Jul",11.99560031894,33.6430015564,62.3629989624,121.3199996948,379.80759277344
"410711","Aug",14.27099971768,45.2039985657,83.8050003052,156.7689971924,364.79439697266
"410711","Sep",9.261749744425,44.99575138095,91.6960029602,173.120250701925,521.701019287125
"410711","Oct",7.110350060485,35.833250999425,73.39400100705,155.489753723125,478.723742675816
"410711","Nov",4.059249949475,26.9765000343,65.7019996643,136.314502716075,423.5391891479
"410711","Dec",0.447350004325,13.908500194525,40.79300117495,96.0679988861,356.441099548329
"410729","Jan",0,8.2629995346,26.1130008698,105.5920028687,400.97440185546
"410729","Feb",0.0337000009000008,12.8394999504,36.8269996643,143.68850708005,582.363586425799
"410729","Mar",0.644599998,12.3830003738,27.9430007935,114.7580032349,544.24259033204
"410729","Apr",1.9362999499,14.641499757775,29.78050041195,115.1252479553,728.83398742675
"410729","May",2.46140003204,18.5729999542,42.6510009766,120.0599975586,628.02778320314
"410729","Jun",6.017050099375,27.2847499847,66.85499954225,165.7629966736,1227.90476684569
"410729","Jul",6.34560003282,38.8289985657,80.5429992676,242.1380004883,1298.81484375
"410729","Aug",8.31499977108,40.6100006104,101.8399963379,290.9930114746,921.263806152339
"410729","Sep",7.487000179265,38.71525001525,108.422000885,352.836990356425,1542.51735229495
"410729","Oct",3.11860003468,29.0370006561,104.2320022583,265.674987793,1311.6464111328
"410729","Nov",1.55625000003,25.084499835975,83.4905014038,285.392990112325,1340.60491943359
"410729","Dec",0.0494500005400009,13.127750158325,48.3374996185,169.763252258325,759.496005249028
"410745","Jan",0,2.63249993325,3.4219999313,6.31200003625,65.8045967102095
"410745","Feb",1.721200037015,2.53975003955,3.33499991895,6.88324987885,80.0253486632897
"410745","Mar",1.42009996177,2.27250003815,2.9790000916,4.6345000267,52.6186004638699
"410745","Apr",1.157650005805,2.096499979475,2.89199995995,4.323999881775,47.661500549285
"410745","May",1.32729997634,2.16500008105,2.8540000916,4.2219998837,38.7396991729398
"410745","Jun",1.04120000004,2.260999918,3.0179998875,4.458749890325,49.506399536125
"410745","Jul",0.89320000412,2.24400007725,2.9709999561,5.71399998665,48.7236011505199
"410745","Aug",0.85400001999,2.4839999676,3.7539999485,7.8364999294,58.61689949039
"410745","Sep",1.65879997611,2.691500008075,4.0055000782,8.66750001905,72.462051010135
"410745","Oct",0,2.61650002005,3.6770000458,8.57800006865,68.5818016052399
"410745","Nov",0,2.6909999847,3.62849998475,10.195499896975,70.842149353065
"410745","Dec",1.3166000247,2.7144999504,3.5020000935,7.3875000477,56.8619003295799
"410746","Jan",0,0.0885000005,0.2259999961,0.4469999969,7.68220009803999
"410746","Feb",0,0.0759999976,0.1959999949,0.4070000052,9.38889961242
"410746","Mar",0,0.0775000006,0.1909999996,0.3590000123,5.89259991642
"410746","Apr",0,0.0689999983,0.1850000024,0.334750004075,6.32154996392498
"410746","May",0,0.0719999969,0.1809999943,0.37049999835,5.23350000385
"410746","Jun",0,0.0860000029,0.2039999962,0.473750002675,6.26159982679
"410746","Jul",0,0.0979999974,0.25,0.7845000029,9.68980035783999
"410746","Aug",0,0.1169999987,0.3149999976,0.93249997495,8.51380014422999
"410746","Sep",0,0.1270000041,0.34799999,1.11600002645,13.235649967205
"410746","Oct",0,0.1270000041,0.3310000002,0.9699999988,12.05399961471
"410746","Nov",0,0.1162499972,0.2969999909,0.9237500131,10.748349904985
"410746","Dec",0,0.1010000035,0.2529999912,0.4970000088,6.98260006905999
"410750","Jan",0,0.0850000009,1.38899999855,6.320750117325,108.934952163655
"410750","Feb",0,0.03749999965,1.1109999418,7.3480000496,125.80279769901
"410750","Mar",0,0.0579999983,1.2760000229,6.5982499123,101.312601089455
"410750","Apr",0,0.2080000043,1.5090000033,6.5107500553,96.34770088193
"410750","May",0,0.5517499894,1.8615000248,9.756999731075,88.5253982543897
"410750","Jun",0,1.817749977125,5.8415000439,23.8772497177,163.91044387819
"410750","Jul",0,2.42024999855,9.00549983975,32.574999809225,227.730245971719
"410750","Aug",0,2.9555000067,12.72749996185,39.864499092125,196.523995208765
"410750","Sep",0,3.038250029075,11.3324999809,36.7197494507,213.85120010373
"410750","Oct",0,1.6510000229,7.13499999045,29.023000717175,176.117497253425
"410750","Nov",0,1.1005000472,5.3370001316,28.295250415775,211.877395629855
"410750","Dec",0,0.2389999926,2.2939999104,14.2074999809,175.57749938965
"410751","Jan",0,0,0.0299999993,1.776250004775,34.3003501892198
"410751","Feb",0,0,0.0379999988,1.5935000181,39.19669876103
"410751","Mar",0,0,0.0390000008,1.9664999843,40.19374923706
"410751","Apr",0,0,0.0960000008,1.9210000038,36.761348533595
"410751","May",0,0.0209999997,0.29299999775,4.15374994275,34.21360054019
"410751","Jun",0,0.26775000245,2.26800000665,10.84725022315,54.784049415605
"410751","Jul",0,0.910500004925,5.29649996755,18.367499351475,109.12525253294
"410751","Aug",0,1.56625002625,6.751999855,23.39750003815,85.6224990845197
"410751","Sep",0,1.659750014575,6.1089999676,18.28224945065,87.640148544355
"410751","Oct",0,0.2210000008,3.2319999933,11.731249570825,67.30849685666
"410751","Nov",0,0.061749999425,1.7020000219,9.6947500706,89.96735076905
"410751","Dec",0,0,0.2129999995,5.059499979,77.9519996643
"410753","Jan",0.0624499999,0.1962499954,0.6179999709,1.05400002,12.77440037729
"410753","Feb",0.0610000007,0.1860000044,0.55400002,0.9900000095,17.11559982302
"410753","Mar",0.0549999997,0.1410000026,0.43699999155,0.8357500136,10.07609972955
"410753","Apr",0.0759999976,0.167249999925,0.37950000165,0.696750000075,9.08009958270499
